genome_id,kingdom,specie,protein,mono_score,dimer_score,class,genome_predominant_architecture_type
GCA_040009165.1,Pseudomonadati,Phyllobacterium sp. SB3,JBDYKI010000002.1_917893_918966,,264.6,dimeric,predominantly_dimeric
GCA_040009165.1,Pseudomonadati,Phyllobacterium sp. SB3,JBDYKI010000002.1_763907_764983,,233.2,dimeric,predominantly_dimeric
GCA_040009165.1,Pseudomonadati,Phyllobacterium sp. SB3,JBDYKI010000002.1_766167_767237,,272.7,dimeric,predominantly_dimeric
GCA_040009165.1,Pseudomonadati,Phyllobacterium sp. SB3,JBDYKI010000004.1_590097_591311,,433.8,dimeric,predominantly_dimeric
GCA_040009165.1,Pseudomonadati,Phyllobacterium sp. SB3,JBDYKI010000006.1_267122_268192,,235.7,dimeric,predominantly_dimeric
GCA_040009165.1,Pseudomonadati,Phyllobacterium sp. SB3,JBDYKI010000012.1_108478_109551,,238.5,dimeric,predominantly_dimeric
GCA_040009165.1,Pseudomonadati,Phyllobacterium sp. SB3,JBDYKI010000002.1_762788_763894,,225.0,dimeric,predominantly_dimeric
GCA_040012415.1,Bacillati,Sanguibacter sp. 25GB23B1,JBDYKL010000035.1_1169_2386,,426.5,dimeric,predominantly_dimeric
GCA_040012415.1,Bacillati,Sanguibacter sp. 25GB23B1,JBDYKL010000036.1_45138_46181,,226.8,dimeric,predominantly_dimeric
GCA_040012495.1,Pseudomonadati,Paraglaciecola sp. 25GB23A,JBDYKM010000004.1_164896_165903,,379.3,dimeric,predominantly_dimeric
GCA_040012495.1,Pseudomonadati,Paraglaciecola sp. 25GB23A,JBDYKM010000004.1_252910_253998,,233.0,dimeric,predominantly_dimeric
GCA_040012495.1,Pseudomonadati,Paraglaciecola sp. 25GB23A,JBDYKM010000001.1_885055_887283,1289.4,,monomeric,predominantly_dimeric
GCA_040025155.1,Methanobacteriati,Halobaculum rarum,CP157275.1_306234_307238,,268.0,dimeric,predominantly_dimeric
GCA_040025155.1,Methanobacteriati,Halobaculum rarum,CP157275.1_570825_572087,,540.3,dimeric,predominantly_dimeric
GCA_040026395.1,Pseudomonadati,Pedobacter lusitanus,CP157278.1_1144373_1146700,105.3,,monomeric,ambiguous
GCA_040026395.1,Pseudomonadati,Pedobacter lusitanus,CP157278.1_2801180_2802415,,424.7,dimeric,ambiguous
GCA_040026395.1,Pseudomonadati,Pedobacter lusitanus,CP157278.1_4247063_4249708,94.9,,monomeric,ambiguous
GCA_040026395.1,Pseudomonadati,Pedobacter lusitanus,CP157278.1_4631190_4632281,,224.9,dimeric,ambiguous
GCA_040044975.1,Bacillati,Gordonia sp. VNQ95,JBDZDI010000003.1_1134_2216,,290.3,dimeric,predominantly_dimeric
GCA_040044975.1,Bacillati,Gordonia sp. VNQ95,JBDZDI010000019.1_53404_54414,,233.0,dimeric,predominantly_dimeric
GCA_040044975.1,Bacillati,Gordonia sp. VNQ95,JBDZDI010000021.1_23364_25601,1261.1,,monomeric,predominantly_dimeric
GCA_040044995.1,Pseudomonadati,Xanthobacter sp. KR7-65,JBDZDP010000006.1_164041_165153,,226.8,dimeric,predominantly_dimeric
GCA_040044995.1,Pseudomonadati,Xanthobacter sp. KR7-65,JBDZDP010000013.1_29252_30466,,442.4,dimeric,predominantly_dimeric
GCA_040044995.1,Pseudomonadati,Xanthobacter sp. KR7-65,JBDZDP010000011.1_130121_131671,,450.8,dimeric,predominantly_dimeric
GCA_040045055.1,Bacillati,Nocardioides tweenelious,JBDZDU010000001.1_3152413_3153492,,244.8,dimeric,ambiguous
GCA_040045055.1,Bacillati,Nocardioides tweenelious,JBDZDU010000001.1_576066_578258,1270.9,,monomeric,ambiguous
GCA_040045115.1,Pseudomonadati,Flavobacterium adhaerens,JBDLZX010000001.1_219617_220732,,228.5,dimeric,ambiguous
GCA_040045115.1,Pseudomonadati,Flavobacterium adhaerens,JBDLZX010000004.1_205879_208269,361.4,,monomeric,ambiguous
GCA_040045115.1,Pseudomonadati,Flavobacterium adhaerens,JBDLZX010000004.1_210697_212934,1307.8,,monomeric,ambiguous
GCA_040045115.1,Pseudomonadati,Flavobacterium adhaerens,JBDLZX010000006.1_41629_42684,,226.7,dimeric,ambiguous
GCA_040049085.1,Pseudomonadati,Flavobacterium maritimum,JBDLZY010000005.1_206352_207413,,216.4,dimeric,ambiguous
GCA_040049085.1,Pseudomonadati,Flavobacterium maritimum,JBDLZY010000001.1_599731_601971,1316.7,,monomeric,ambiguous
GCA_040049085.1,Pseudomonadati,Flavobacterium maritimum,JBDLZY010000004.1_167944_169062,,218.5,dimeric,ambiguous
GCA_040049085.1,Pseudomonadati,Flavobacterium maritimum,JBDLZY010000001.1_597209_599590,370.5,,monomeric,ambiguous
GCA_040049115.1,Pseudomonadati,Flavobacterium aestuarii,JBDLZZ010000001.1_15344_16459,,233.3,dimeric,ambiguous
GCA_040049115.1,Pseudomonadati,Flavobacterium aestuarii,JBDLZZ010000019.1_22856_25258,357.7,,monomeric,ambiguous
GCA_040049115.1,Pseudomonadati,Flavobacterium aestuarii,JBDLZZ010000019.1_16963_19200,1310.2,,monomeric,ambiguous
GCA_040049115.1,Pseudomonadati,Flavobacterium aestuarii,JBDLZZ010000007.1_253894_254955,,215.3,dimeric,ambiguous
GCA_040049175.1,Bacillati,Nocardioides cheoyonin,JBDZDM010000001.1_606361_607419,,243.9,dimeric,ambiguous
GCA_040049175.1,Bacillati,Nocardioides cheoyonin,JBDZDM010000004.1_451894_454101,1226.5,,monomeric,ambiguous
GCA_040049195.1,Pseudomonadati,Xanthobacter sp. VNH20,JBDZDL010000004.1_529011_530225,,435.4,dimeric,predominantly_dimeric
GCA_040049195.1,Pseudomonadati,Xanthobacter sp. VNH20,JBDZDL010000001.1_412714_413826,,222.6,dimeric,predominantly_dimeric
GCA_040049235.1,Pseudomonadati,Xanthobacter sp. KR7-225,JBDZDO010000005.1_310776_311990,,433.0,dimeric,predominantly_dimeric
GCA_040049235.1,Pseudomonadati,Xanthobacter sp. KR7-225,JBDZDO010000001.1_1510049_1511155,,236.9,dimeric,predominantly_dimeric
GCA_040049275.1,Pseudomonadati,Aquabacter sp. CN5-332,JBDZDT010000008.1_272803_273879,,236.0,dimeric,predominantly_dimeric
GCA_040049275.1,Pseudomonadati,Aquabacter sp. CN5-332,JBDZDT010000004.1_135093_136205,,224.5,dimeric,predominantly_dimeric
GCA_040049275.1,Pseudomonadati,Aquabacter sp. CN5-332,JBDZDT010000003.1_2655_3719,,236.6,dimeric,predominantly_dimeric
GCA_040049275.1,Pseudomonadati,Aquabacter sp. CN5-332,JBDZDT010000010.1_27543_28757,,437.7,dimeric,predominantly_dimeric
GCA_040049275.1,Pseudomonadati,Aquabacter sp. CN5-332,JBDZDT010000008.1_127151_128254,,272.8,dimeric,predominantly_dimeric
GCA_040049275.1,Pseudomonadati,Aquabacter sp. CN5-332,JBDZDT010000004.1_534661_535743,,296.0,dimeric,predominantly_dimeric
GCA_040050925.1,Bacillati,Leifsonia sp. NPDC080035,CP157390.1_3150905_3151960,,249.8,dimeric,predominantly_dimeric
GCA_040050925.1,Bacillati,Leifsonia sp. NPDC080035,CP157390.1_440009_441223,,431.7,dimeric,predominantly_dimeric
GCA_040062795.1,Bacillati,Staphylococcus aureus,JBEAMH010000004.1_3987_5027,,220.7,dimeric,predominantly_dimeric
GCA_040062795.1,Bacillati,Staphylococcus aureus,JBEAMH010000001.1_1194842_1196110,,590.9,dimeric,predominantly_dimeric
GCA_040064235.1,Bacillati,Amycolatopsis melonis,JBDZYD010000008.1_70009_71067,,236.2,dimeric,predominantly_dimeric
GCA_040064235.1,Bacillati,Amycolatopsis melonis,JBDZYD010000017.1_11641_12720,,214.8,dimeric,predominantly_dimeric
GCA_040064235.1,Bacillati,Amycolatopsis melonis,JBDZYD010000002.1_103114_104154,,219.5,dimeric,predominantly_dimeric
GCA_040064235.1,Bacillati,Amycolatopsis melonis,JBDZYD010000011.1_5775_6998,,420.9,dimeric,predominantly_dimeric
GCA_040066175.1,Pseudomonadati,Fontimonas sp. SYSU GA230001,JBEAAM010000004.1_57126_58205,,239.6,dimeric,predominantly_dimeric
GCA_040066175.1,Pseudomonadati,Fontimonas sp. SYSU GA230001,JBEAAM010000004.1_136455_138221,,556.2,dimeric,predominantly_dimeric
GCA_040081925.1,Pseudomonadati,Mesorhizobium quangtriensis,JBEBMF010000001.1_31586_32689,,205.6,dimeric,predominantly_dimeric
GCA_040081925.1,Pseudomonadati,Mesorhizobium quangtriensis,JBEBMF010000003.1_381967_383178,,441.1,dimeric,predominantly_dimeric
GCA_040092405.1,Bacillati,Collinsella sp. CLA-ER-H2,JBBNLO010000036.1_13703_14353,,163.8,dimeric,predominantly_dimeric
GCA_040092405.1,Bacillati,Collinsella sp. CLA-ER-H2,JBBNLO010000006.1_20465_21550,,462.6,dimeric,predominantly_dimeric
GCA_040092445.1,Bacillati,Collinsella sp. CLA-ER-H11,JBBNLN010000006.1_81712_82797,,458.8,dimeric,predominantly_dimeric
GCA_040093295.1,Bacillati,Ruminococcoides bili,JBBNJY010000001.1_2477_3547,,240.9,dimeric,predominantly_dimeric
GCA_040093295.1,Bacillati,Ruminococcoides bili,JBBNJY010000041.1_6986_8197,,402.4,dimeric,predominantly_dimeric
GCA_040093305.1,Bacillati,Collinsella sp. CLA-AA-H302,JBBNJW010000003.1_104938_106023,,461.2,dimeric,predominantly_dimeric
GCA_040093575.1,Bacillati,Fusicatenibacter faecihominis,JBBNJK010000174.1_2426_3637,,408.5,dimeric,predominantly_dimeric
GCA_040093575.1,Bacillati,Fusicatenibacter faecihominis,JBBNJK010000189.1_24740_25825,,248.0,dimeric,predominantly_dimeric
GCA_040093965.1,Bacillati,Hominenteromicrobium mulieris,JBBNIP010000057.1_161478_162698,,405.5,dimeric,predominantly_dimeric
GCA_040093965.1,Bacillati,Hominenteromicrobium mulieris,JBBNIP010000058.1_21463_22542,,229.0,dimeric,predominantly_dimeric
GCA_040094315.1,Bacillati,Faecalibacterium butyricigenerans,JBBNHY010000033.1_11171_12244,,222.2,dimeric,predominantly_dimeric
GCA_040094815.1,Bacillati,Lawsonibacter asaccharolyticus,JBBNHA010000006.1_36293_37369,,241.6,dimeric,predominantly_dimeric
GCA_040095835.1,Bacillati,Flavonifractor hominis,JBBMFT010000002.1_80352_81560,,406.1,dimeric,predominantly_dimeric
GCA_040095835.1,Bacillati,Flavonifractor hominis,JBBMFT010000001.1_131253_132329,,245.9,dimeric,predominantly_dimeric
GCA_040096075.1,Bacillati,Ventrimonas faecis,JBBMFJ010000038.1_26679_27680,,387.6,dimeric,predominantly_dimeric
GCA_040096075.1,Bacillati,Ventrimonas faecis,JBBMFJ010000030.1_41273_42445,,295.7,dimeric,predominantly_dimeric
GCA_040096075.1,Bacillati,Ventrimonas faecis,JBBMFJ010000011.1_62532_63743,,345.9,dimeric,predominantly_dimeric
GCA_040096075.1,Bacillati,Ventrimonas faecis,JBBMFJ010000006.1_6155_7240,,247.4,dimeric,predominantly_dimeric
GCA_040096185.1,Bacillati,Faecousia intestinalis,JBBMFF010000187.1_7977_9188,,381.5,dimeric,predominantly_dimeric
GCA_040096205.1,Bacillati,Solibaculum intestinale,JBBMFD010000005.1_51419_52492,,231.9,dimeric,predominantly_dimeric
GCA_040096205.1,Bacillati,Solibaculum intestinale,JBBMFD010000004.1_76657_77823,,321.7,dimeric,predominantly_dimeric
GCA_040096265.1,Bacillati,Ruthenibacterium intestinale,JBBMFA010000096.1_18880_19962,,240.5,dimeric,predominantly_dimeric
GCA_040096265.1,Bacillati,Ruthenibacterium intestinale,JBBMFA010000034.1_6150_7307,,301.0,dimeric,predominantly_dimeric
GCA_040096355.1,Bacillati,Maccoyibacter intestinihominis,JBBMEX010000003.1_210228_211334,,233.6,dimeric,predominantly_dimeric
GCA_040096355.1,Bacillati,Maccoyibacter intestinihominis,JBBMEX010000006.1_14685_15893,,419.7,dimeric,predominantly_dimeric
GCA_040096615.1,Bacillati,Blautia aquisgranensis,JBBMEJ010000008.1_20866_21951,,246.3,dimeric,predominantly_dimeric
GCA_040096615.1,Bacillati,Blautia aquisgranensis,JBBMEJ010000006.1_43644_44855,,393.4,dimeric,predominantly_dimeric
GCA_040097715.1,Bacillati,Hominifimenecus microfluidus,JBBNNY010000067.1_1926_3146,,408.2,dimeric,predominantly_dimeric
GCA_040097715.1,Bacillati,Hominifimenecus microfluidus,JBBNNY010000016.1_23747_24829,,250.8,dimeric,predominantly_dimeric
GCA_040097715.1,Bacillati,Hominifimenecus microfluidus,JBBNNY010000004.1_84456_85535,,236.4,dimeric,predominantly_dimeric
GCA_040098065.1,Bacillati,Collinsella sp. CLA-JM-H32B,JBBNNA010000014.1_7182_8267,,459.4,dimeric,predominantly_dimeric
GCA_040104455.1,Pseudomonadati,Pseudoalteromonas sp. BZB3,JBECOS010000004.1_11186_12262,,236.0,dimeric,predominantly_dimeric
GCA_040104455.1,Pseudomonadati,Pseudoalteromonas sp. BZB3,JBECOS010000015.1_102635_104857,1323.4,,monomeric,predominantly_dimeric
GCA_040104455.1,Pseudomonadati,Pseudoalteromonas sp. BZB3,JBECOS010000013.1_121578_122585,,377.4,dimeric,predominantly_dimeric
GCA_040117515.1,Pseudomonadati,Gilvirhabdus luticola,JBEEEN010000010.1_5085_7313,1321.6,,monomeric,ambiguous
GCA_040117515.1,Pseudomonadati,Gilvirhabdus luticola,JBEEEN010000008.1_148415_149473,,217.9,dimeric,ambiguous
GCA_040117515.1,Pseudomonadati,Gilvirhabdus luticola,JBEEEN010000002.1_443708_444826,,236.6,dimeric,ambiguous
GCA_040117515.1,Pseudomonadati,Gilvirhabdus luticola,JBEEEN010000010.1_2639_5011,364.3,,monomeric,ambiguous
GCA_040117685.1,Pseudomonadati,Gracilimonas sp. BCB1,JBEDYP010000018.1_8736_10475,1011.8,,monomeric,predominantly_monomeric
GCA_040117685.1,Pseudomonadati,Gracilimonas sp. BCB1,JBEDYP010000018.1_8246_8602,189.4,,monomeric,predominantly_monomeric
GCA_040117685.1,Pseudomonadati,Gracilimonas sp. BCB1,JBEDYP010000011.1_62770_63780,,402.0,dimeric,predominantly_monomeric
GCA_040120695.1,Bacillati,Plantactinospora sp. B6F1,JBEEAC010000010.1_182989_184206,,432.1,dimeric,predominantly_dimeric
GCA_040120695.1,Bacillati,Plantactinospora sp. B6F1,JBEEAC010000008.1_126470_127507,,229.2,dimeric,predominantly_dimeric
GCA_040126055.1,Bacillati,Pseudalkalibacillus nanhaiensis,CP143541.1_2661689_2662960,,602.3,dimeric,predominantly_dimeric
GCA_040126055.1,Bacillati,Pseudalkalibacillus nanhaiensis,CP143541.1_286992_288107,,247.7,dimeric,predominantly_dimeric
GCA_040126305.1,Pseudomonadati,Pararhizobium sp. A13,CP149511.1_200016_201092,,234.0,dimeric,predominantly_dimeric
GCA_040126305.1,Pseudomonadati,Pararhizobium sp. A13,CP149512.1_15085_16131,,223.0,dimeric,predominantly_dimeric
GCA_040126305.1,Pseudomonadati,Pararhizobium sp. A13,CP149510.1_3314215_3315429,,440.4,dimeric,predominantly_dimeric
GCA_040126305.1,Pseudomonadati,Pararhizobium sp. A13,CP149510.1_926573_927685,,208.7,dimeric,predominantly_dimeric
GCA_040126305.1,Pseudomonadati,Pararhizobium sp. A13,CP149511.1_194242_195336,,234.5,dimeric,predominantly_dimeric
GCA_040137845.1,Bacillati,Nonomuraea sp. B19D2,JBEFAK010000001.1_395512_396729,,442.6,dimeric,predominantly_dimeric
GCA_040137845.1,Bacillati,Nonomuraea sp. B19D2,JBEFAK010000011.1_211623_212669,,249.1,dimeric,predominantly_dimeric
GCA_040137845.1,Bacillati,Nonomuraea sp. B19D2,JBEFAK010000053.1_51684_52745,,231.0,dimeric,predominantly_dimeric
GCA_040138985.1,Pseudomonadati,Providencia manganoxydans,JBEETU010000002.1_314097_315188,,246.6,dimeric,predominantly_dimeric
GCA_040138985.1,Pseudomonadati,Providencia manganoxydans,JBEETU010000001.1_432184_433437,,603.9,dimeric,predominantly_dimeric
GCA_040138985.1,Pseudomonadati,Providencia manganoxydans,JBEETU010000003.1_33391_34458,,243.4,dimeric,predominantly_dimeric
GCA_040139125.1,Pseudomonadati,Proteus hauseri,JBEEUB010000003.1_434744_435835,,243.1,dimeric,predominantly_dimeric
GCA_040139125.1,Pseudomonadati,Proteus hauseri,JBEEUB010000004.1_262189_263442,,606.8,dimeric,predominantly_dimeric
GCA_040139765.1,Pseudomonadati,Providencia alcalifaciens,JBEEVH010000001.1_534710_535963,,606.4,dimeric,predominantly_dimeric
GCA_040139765.1,Pseudomonadati,Providencia alcalifaciens,JBEEVH010000005.1_341296_342366,,239.8,dimeric,predominantly_dimeric
GCA_040139765.1,Pseudomonadati,Providencia alcalifaciens,JBEEVH010000004.1_280685_281776,,248.9,dimeric,predominantly_dimeric
GCA_040144665.1,Bacillati,Clostridium perfringens,JBBVGE010000235.1_23234_24442,,372.1,dimeric,predominantly_dimeric
GCA_040144665.1,Bacillati,Clostridium perfringens,JBBVGE010000159.1_8764_9843,,246.3,dimeric,predominantly_dimeric
GCA_040144835.1,Bacillati,Microbacterium sp. LWS13-1.2,CP151632.1_242822_243883,,242.7,dimeric,ambiguous
GCA_040144835.1,Bacillati,Microbacterium sp. LWS13-1.2,CP151632.1_3862492_3864705,1205.8,,monomeric,ambiguous
GCA_040147005.1,Pseudomonadati,Halomonas sp. H10-9-1,JAMSHO010000001.1_2455937_2457193,,583.9,dimeric,predominantly_dimeric
GCA_040147005.1,Pseudomonadati,Halomonas sp. H10-9-1,JAMSHO010000001.1_2229005_2230084,,253.7,dimeric,predominantly_dimeric
GCA_040147005.1,Pseudomonadati,Halomonas sp. H10-9-1,JAMSHO010000001.1_756874_758607,,168.4,dimeric,predominantly_dimeric
GCA_040147005.1,Pseudomonadati,Halomonas sp. H10-9-1,JAMSHO010000001.1_2827302_2828375,,233.1,dimeric,predominantly_dimeric
GCA_040147005.1,Pseudomonadati,Halomonas sp. H10-9-1,JAMSHO010000001.1_2457371_2459608,1286.8,,monomeric,predominantly_dimeric
GCA_040148675.1,Pseudomonadati,Marinobacter sp. NFXS11,JAGDDV010000001.1_1268320_1269393,,247.9,dimeric,predominantly_dimeric
GCA_040148675.1,Pseudomonadati,Marinobacter sp. NFXS11,JAGDDV010000001.1_1515428_1517161,24.9,169.5,dimeric,predominantly_dimeric
GCA_040148675.1,Pseudomonadati,Marinobacter sp. NFXS11,JAGDDV010000002.1_808521_810764,1286.2,,monomeric,predominantly_dimeric
GCA_040148675.1,Pseudomonadati,Marinobacter sp. NFXS11,JAGDDV010000003.1_395577_396731,,206.1,dimeric,predominantly_dimeric
GCA_040148685.1,Pseudomonadati,Paraburkholderia acidicola,JAOALG010000002.1_2718171_2719238,,251.3,dimeric,predominantly_dimeric
GCA_040148685.1,Pseudomonadati,Paraburkholderia acidicola,JAOALG010000002.1_2145406_2146500,,225.9,dimeric,predominantly_dimeric
GCA_040148685.1,Pseudomonadati,Paraburkholderia acidicola,JAOALG010000001.1_3351317_3352399,,242.0,dimeric,predominantly_dimeric
GCA_040148685.1,Pseudomonadati,Paraburkholderia acidicola,JAOALG010000001.1_2108508_2109764,,593.0,dimeric,predominantly_dimeric
GCA_040148725.1,Pseudomonadati,Erythrobacter sp. NFXS35,JAGDEB010000001.1_23745_24803,,239.1,dimeric,predominantly_dimeric
GCA_040148725.1,Pseudomonadati,Erythrobacter sp. NFXS35,JAGDEB010000001.1_114506_115729,,422.6,dimeric,predominantly_dimeric
GCA_040148835.1,Pseudomonadati,Allomuricauda sp. NFXS6,JAGEMG010000008.1_222645_225044,304.4,,monomeric,ambiguous
GCA_040148835.1,Pseudomonadati,Allomuricauda sp. NFXS6,JAGEMG010000008.1_225297_227516,1325.1,,monomeric,ambiguous
GCA_040148835.1,Pseudomonadati,Allomuricauda sp. NFXS6,JAGEMG010000011.1_41786_42844,,226.3,dimeric,ambiguous
GCA_040148835.1,Pseudomonadati,Allomuricauda sp. NFXS6,JAGEMG010000015.1_70144_71262,,216.1,dimeric,ambiguous
GCA_040149565.1,Pseudomonadati,Sulfitobacter aquimarinus,JBEFLO010000012.1_37605_39794,1162.6,,monomeric,predominantly_dimeric
GCA_040149565.1,Pseudomonadati,Sulfitobacter aquimarinus,JBEFLO010000003.1_73063_74154,,201.2,dimeric,predominantly_dimeric
GCA_040149565.1,Pseudomonadati,Sulfitobacter aquimarinus,JBEFLO010000006.1_169490_170704,,440.9,dimeric,predominantly_dimeric
GCA_040149565.1,Pseudomonadati,Sulfitobacter aquimarinus,JBEFLO010000001.1_732911_734017,,234.0,dimeric,predominantly_dimeric
GCA_040149665.1,Pseudomonadati,Sulfitobacter marinivivus,JBEFLP010000001.1_808651_809865,,439.2,dimeric,predominantly_dimeric
GCA_040149665.1,Pseudomonadati,Sulfitobacter marinivivus,JBEFLP010000001.1_2172733_2173839,,238.1,dimeric,predominantly_dimeric
GCA_040150445.1,Bacillati,Staphylococcus saccharolyticus,JAZESN010000003.1_182568_183836,,575.9,dimeric,predominantly_dimeric
GCA_040150445.1,Bacillati,Staphylococcus saccharolyticus,JAZESN010000007.1_3653_4696,,207.5,dimeric,predominantly_dimeric
GCA_040151395.1,Pseudomonadati,Ekhidna sp. MALMAid0563,JBDKWE010000031.1_923098_925494,123.9,,monomeric,predominantly_monomeric
GCA_040151395.1,Pseudomonadati,Ekhidna sp. MALMAid0563,JBDKWE010000031.1_452738_453859,,213.0,dimeric,predominantly_monomeric
GCA_040151395.1,Pseudomonadati,Ekhidna sp. MALMAid0563,JBDKWE010000031.1_371818_374034,1324.2,,monomeric,predominantly_monomeric
GCA_040151395.1,Pseudomonadati,Ekhidna sp. MALMAid0563,JBDKWE010000035.1_212070_214817,34.5,,monomeric,predominantly_monomeric
GCA_040151415.1,Pseudomonadati,Pseudotenacibaculum sp. MALMAid0570,JBDKWF010000045.1_76778_77893,,252.7,dimeric,ambiguous
GCA_040151415.1,Pseudomonadati,Pseudotenacibaculum sp. MALMAid0570,JBDKWF010000049.1_268232_270457,1329.5,,monomeric,ambiguous
GCA_040151475.1,Pseudomonadati,Reichenbachiella sp. MALMAid0571,JBDKWG010000150.1_10662_13043,102.5,,monomeric,predominantly_monomeric
GCA_040151475.1,Pseudomonadati,Reichenbachiella sp. MALMAid0571,JBDKWG010000122.1_134624_136852,1359.0,,monomeric,predominantly_monomeric
GCA_040151475.1,Pseudomonadati,Reichenbachiella sp. MALMAid0571,JBDKWG010000092.1_7063_8115,,234.7,dimeric,predominantly_monomeric
GCA_040152065.1,Pseudomonadati,Azotobacter salinestris,JBDZCZ010000014.1_71601_72683,,238.8,dimeric,ambiguous
GCA_040152065.1,Pseudomonadati,Azotobacter salinestris,JBDZCZ010000005.1_37782_40007,1356.8,,monomeric,ambiguous
GCA_040170545.1,Pseudomonadati,Sphingobium sp. MK2,JAZDXA010000043.1_31936_32982,,236.7,dimeric,predominantly_dimeric
GCA_040170545.1,Pseudomonadati,Sphingobium sp. MK2,JAZDXA010000032.1_9547_10767,,431.7,dimeric,predominantly_dimeric
GCA_040170545.1,Pseudomonadati,Sphingobium sp. MK2,JAZDXA010000002.1_88403_89479,,243.4,dimeric,predominantly_dimeric
GCA_040182365.1,Pseudomonadati,Xanthomonas sp. 10-10,CP144460.1_4494084_4496315,1323.5,,monomeric,predominantly_dimeric
GCA_040182365.1,Pseudomonadati,Xanthomonas sp. 10-10,CP144460.1_1392802_1393809,,381.9,dimeric,predominantly_dimeric
GCA_040182365.1,Pseudomonadati,Xanthomonas sp. 10-10,CP144460.1_4084113_4085186,,232.5,dimeric,predominantly_dimeric
GCA_040191315.1,Bacillati,Bacillaceae bacterium S4-13-56,JAWJLM010000020.1_19242_20348,,236.0,dimeric,predominantly_dimeric
GCA_040191315.1,Bacillati,Bacillaceae bacterium S4-13-56,JAWJLM010000005.1_1482_2750,,603.0,dimeric,predominantly_dimeric
GCA_040191335.1,Bacillati,Nocardioides sp. YIM 152588,JBEGDJ010000071.1_7988_9094,,232.8,dimeric,ambiguous
GCA_040191335.1,Bacillati,Nocardioides sp. YIM 152588,JBEGDJ010000043.1_2067_4268,1206.7,,monomeric,ambiguous
GCA_040195595.1,Pseudomonadati,Brevundimonas aurifodinae,JBEGDD010000004.1_218207_219427,,426.6,dimeric,predominantly_dimeric
